,did,short,n_class,mean_f1_xgb,mean_f1_catb,mean_f1_lgb,mean_f1_rf,mean_f1_etc,mean_f1_cart,mean_f1_lda,mean_f1_knn,mean_f1_wpKNN,mean_f1_gnb,mean_f1_ftt,mean_acc_xgb,mean_acc_catb,mean_acc_lgb,mean_acc_rf,mean_acc_etc,mean_acc_cart,mean_acc_lda,mean_acc_knn,mean_acc_wpKNN,mean_acc_gnb,mean_acc_ftt,mean_auc_xgb,mean_auc_catb,mean_auc_lgb,mean_auc_rf,mean_auc_etc,mean_auc_cart,mean_auc_lda,mean_auc_knn,mean_auc_wpKNN,mean_auc_gnb,mean_auc_ftt,dur_total_xgb,dur_total_catb,dur_total_lgb,dur_total_rf,dur_total_etc,dur_total_cart,dur_total_lda,dur_total_knn,dur_total_wpKNN,dur_total_gnb,dur_total_ftt
0,46880,air-quality-and-pollution,4.0,0.9283836042762426,0.9231588301038295,0.9290046802128348,0.9291261632338431,0.9247376423595641,0.8843775847625606,0.9095796529229568,0.7427010262909679,0.747495795841164,0.8905383850139776,0.9095132052898407,0.9521999999999998,0.9487,0.9523999999999999,0.9530000000000001,0.9512,0.9207000000000001,0.9365,0.7944000000000001,0.8066000000000001,0.9226000000000001,0.9391131341457367,0.9954508333333333,0.9956234027777777,0.9955881111111111,0.9949764563492064,0.9951663700396824,0.9497152777777778,0.9925986071428572,0.8597569444444444,0.9435570248015874,0.9878751547619048,0.9904727637767792,0.1997749805450439,1.157738924026489,0.1423259973526001,0.4756247997283936,0.4548754692077637,0.01748800277709961,0.03000771999359131,0.0,0.07954585552215576,0.0,15.71888530254364
1,46773,alizadeh-2000-v2,3.0,0.8594312578832703,0.8636807705538356,0.94400871459695,0.9485380116959063,0.9742690058479532,0.907645912166036,0.936120857699805,0.9913725490196079,1.0,0.8514035087719298,0.2903398811817169,0.9076923076923077,0.9076923076923077,0.953846153846154,0.9692307692307693,0.9846153846153847,0.9307692307692308,0.9615384615384617,0.9923076923076923,1.0,0.9307692307692308,0.6240601569414139,0.9786713286713287,0.9842657342657344,0.972027972027972,0.9947552447552447,1.0,0.9272727272727274,0.9947552447552447,0.9954545454545455,1.0,0.9182692307692306,0.4929012566804886,0.1746736764907837,2.340303659439087,0.07719802856445312,0.07945120334625244,0.1102405786514282,0.00836336612701416,0.01647853851318359,0.008776545524597168,0.00101923942565918,0.0,0.8973186016082764
2,1457,amazon-commerce-reviews,50.0,0.7090450214560122,0.7150574170927111,0.7076851840969487,0.667027715370285,0.7273391018338387,0.4320474068930725,0.1138892029126309,0.3067801120608053,0.3087164625588438,0.5385568487900829,0.06590560600161552,0.7183333333333334,0.7213333333333334,0.7163333333333333,0.681,0.7393333333333333,0.4326666666666667,0.12,0.3126666666666667,0.3196666666666667,0.5449999999999999,0.07765118405222893,0.980234693877551,0.981859410430839,0.9779761904761906,0.9566456916099775,0.9723792517006803,0.7105442176870749,0.6027114512471654,0.6493197278911566,0.7527358276643991,0.7682840136054423,0.6432168841361999,44.56401181221008,19.12541282176971,19.23102641105652,1.823978662490845,4.29340124130249,2.256211996078491,1.831763982772827,0.07511937618255615,3.274571537971497,0.8331354856491089,38.50614154338837
3,454,analcatdata-halloffame,3.0,0.6515671436682492,0.644106946440034,0.6490367044855686,0.6588387202454413,0.6662593312697642,0.5679878468127177,0.673809138869941,0.592656489378184,0.6300515936404206,0.6024317897638165,0.6365572690963746,0.930223880597015,0.9309701492537314,0.9317164179104479,0.933955223880597,0.937313432835821,0.901865671641791,0.9294776119402985,0.9033582089552237,0.9309701492537314,0.8205223880597015,0.9238614022731781,0.9540433964861194,0.9582355583216305,0.9569369198463701,0.9551083349376468,0.9612706045281421,0.7662572995496185,0.9372691300079156,0.743548607494102,0.8642078748845924,0.9405162581345546,0.9302201926708221,0.06429398059844971,1.152686953544617,0.09229087829589844,0.1427338123321533,0.1528371572494507,0.005752801895141602,0.0,0.0,0.02428960800170898,0.0,4.828198075294495
4,40709,analcatdata-happiness,3.0,0.398992303992304,0.4042183742183741,0.5258831908831908,0.3203775853775854,0.2604761904761904,0.4383116883116883,0.5693049543049543,0.448109668109668,0.4273617123617123,0.5844113294113294,0.3663488790392876,0.425,0.425,0.5583333333333333,0.3333333333333333,0.2583333333333333,0.4583333333333333,0.5833333333333333,0.4583333333333333,0.4416666666666667,0.6000000000000001,0.3748677223920822,0.5854166666666667,0.6343750000000001,0.7124999999999999,0.4567708333333333,0.4098958333333333,0.5973958333333333,0.7552083333333333,0.59375,0.6098958333333333,0.6791666666666667,0.5479560494422913,0.04356217384338379,1.061821222305298,0.0105888843536377,0.07346665859222412,0.09492170810699463,0.0,0.0,0.0,0.000431060791015625,0.0,0.496593713760376
5,2,anneal,5.0,0.7976111572603274,0.6593200708801,0.7721720481355783,0.7733364314028655,0.7813902202149082,0.7316228857880863,0.3722265743873894,0.7066840848374732,0.727446942306215,0.2838374809126217,0.4114807367324829,0.9033333333333331,0.8788888888888888,0.8938888888888888,0.8927777777777777,0.8905555555555555,0.8666666666666666,0.7511111111111111,0.8577777777777778,0.8711111111111112,0.2277777777777778,0.7980824828147888,0.9690974265974628,0.9568500806477586,0.961986954320607,0.9497671654665585,0.9205142729060432,0.8682051995896065,0.7343326112234203,0.8234973372108669,0.8795198708361303,0.7115626003024003,0.828399932384491,0.103270411491394,1.161646604537964,0.09424233436584473,0.09444940090179443,0.1419943571090698,0.001870989799499512,0.0008701086044311523,0.0,0.01572537422180176,0.0,2.877958297729492
6,5,arrythmia,9.0,0.5923579760708726,0.6549406115857866,0.5945871000695611,0.5761251365953951,0.5257071816230791,0.5304285854728408,0.4117088649373161,0.3968740759730862,0.3614050212246891,0.2684573229839858,0.2196743577718735,0.7650602409638554,0.7927710843373494,0.7590361445783133,0.7686746987951807,0.7433734939759036,0.6662650602409639,0.5120481927710843,0.574698795180723,0.6457831325301204,0.1891566265060241,0.572926265001297,0.890315071298524,0.9041181192993953,0.8952366908208175,0.9036179305590963,0.8926039205245406,0.745995679778662,0.7323411106129594,0.6349391120208673,0.7509626667224555,0.6606306356132209,0.6485913932323456,0.4753150939941406,1.554964303970337,0.283057689666748,0.1713227033615112,0.2137764692306519,0.02581584453582764,0.17610764503479,0.01394450664520264,0.01568210124969482,0.004013776779174805,10.03149676322937
7,1459,artificial-characters,10.0,0.8997521514340923,0.6636973754476866,0.9118744609806051,0.9102307047160336,0.909537708609,0.9067502023311194,0.3131794166631493,0.8975179634428885,0.8948917835002781,0.2447349938512443,0.5861653208732605,0.9068003913894327,0.6737769080234834,0.9177103718199608,0.9122309197651663,0.9116438356164384,0.9093933463796476,0.3412426614481409,0.899706457925636,0.8971624266144813,0.2620352250489237,0.5924309968948365,0.9947791594494071,0.9628125545090939,0.9953453656420814,0.9903200216761681,0.9935837308470923,0.9544654662225543,0.8015930421778993,0.944134317691914,0.9743322477256561,0.7237686631884147,0.9502082407474518,0.5090105533599854,1.3600754737854,0.393231987953186,0.6984937191009521,1.247069239616394,0.01946938037872314,0.005613207817077637,0.005849838256835938,0.1762663125991821,0.0,29.54611206054688
8,44200,auto-ml-selector,5.0,0.3710371194023367,0.3609455230759579,0.3559568103394189,0.3392167870776567,0.2765156375787955,0.3486677669707687,0.2240334140621996,0.3219174969509334,0.3568674155745094,0.2169165050635639,0.1786048084497452,0.565,0.5650000000000001,0.595,0.58,0.49,0.45,0.46,0.4800000000000001,0.545,0.225,0.4822660088539124,0.7098282163742688,0.7037902046783626,0.7231871345029239,0.6942077850877193,0.6113304093567251,0.6009786184210526,0.5877595029239766,0.630592105263158,0.6919910453216374,0.5634795321637426,0.5570553004741668,0.06043434143066406,1.192407846450806,0.02153325080871582,0.06268250942230225,0.09517073631286621,0.0,0.0,0.0,0.0,0.0,0.8331552743911743
9,1548,auto-univ-au4-2500,3.0,0.4562262249132997,0.458805689378636,0.4626775227149385,0.4070637496788351,0.3849989860230648,0.4354197549521808,0.3486184624593847,0.3365215208498339,0.3318161163969263,0.3494741401700397,0.3854241371154785,0.6574,0.6614000000000001,0.6668000000000001,0.5875999999999999,0.5559999999999999,0.5688,0.4926,0.4364,0.458,0.5024,0.5554732978343964,0.7586312201429142,0.7582837170501425,0.7690029991626138,0.6526896470759751,0.6139181888441533,0.6317471688553324,0.5475661215222563,0.506983141144814,0.5113170988082709,0.5561049349434966,0.6075799465179443,0.5583583116531372,1.340023636817932,0.2261136770248413,0.5189063549041748,0.6631597280502319,0.04749274253845215,0.01566004753112793,0.01193082332611084,0.06782364845275879,0.0,21.31440460681915
10,1552,auto-univ-au7-1100,5.0,0.3679663821704378,0.3870646673894358,0.3701192232486294,0.377471632495685,0.361368330568062,0.3213205344838425,0.3052450628180118,0.2158187187406347,0.2419380875270284,0.3031746924340443,0.2906314432621002,0.3890909090909091,0.4163636363636363,0.39,0.4077272727272727,0.385,0.3295454545454545,0.3413636363636364,0.2263636363636363,0.2572727272727272,0.3463636363636364,0.3288198620080948,0.6841099923083654,0.7123532247500193,0.682668882589017,0.6991205209746263,0.6982291349140999,0.5738227248822254,0.633273170972324,0.5101434929816071,0.5501848962970397,0.6392858652877242,0.6474308252334595,0.2126606702804565,1.2360680103302,0.1558381319046021,0.1503912210464478,0.2605862617492676,0.0,0.01042449474334717,0.0,0.01593387126922607,0.0,3.743270993232727
